Id,Sales
231,5896.419
232,3828.371
233,5950.773
234,6713.7397
235,5987.091
236,4422.3403
237,8452.36
238,7133.707
239,9170.119
240,6838.3706
241,5637.8745
242,5276.129
243,4629.977
244,9392.773
245,4995.075
246,7557.5034
247,15221.217
248,7191.462
249,7871.8706
250,5567.9927
251,4499.451
252,6910.3315
253,4065.451
254,5824.972
255,10700.417
256,5227.3125
257,15678.666
258,13383.582
259,4827.035
260,6584.7256
261,5907.864
262,6754.0435
263,5616.64
264,10678.478
265,8020.644
266,9986.621
267,4475.0747
268,7256.776
269,5304.8477
270,7985.592
271,6758.98
272,6058.3584
273,6389.2666
274,6240.3076
275,7996.8574
276,9709.902
277,5841.0566
278,10050.604
279,6117.6406
280,9845.75
281,5660.117
282,5215.882
283,5504.876
284,10234.963
285,6186.4775
286,7794.053
287,6349.0923
288,8707.384
289,4294.618
290,8501.308
291,7009.3945
292,4075.7175
293,13439.082
294,17639.693
295,6869.875
296,6728.8374
297,9072.439
298,10655.332
299,11397.892
300,5504.3457
301,7607.1006
302,5615.1245
303,8113.297
304,3940.9634
305,6041.272
306,5623.2446
307,5528.002
308,7482.3076
309,5303.9062
310,4887.2417
311,7006.186
312,3979.6401
313,4664.1533
314,6281.1895
315,6421.225
316,8705.399
317,8001.565
318,7286.419
319,6164.1655
320,6087.9707
321,11694.959
322,7614.265
323,5264.9277
324,4823.39
325,7831.379
326,4575.108
327,6879.3306
328,3463.6729
329,5404.395
330,8039.8687
331,6255.4087
332,5256.879
333,8796.299
334,9361.622
335,12098.045
336,6151.3906
337,9037.014
338,3076.802
339,4870.353
340,6438.901
341,4349.1724
342,8330.276
343,5064.0386
344,5024.1045
345,8615.012
346,10557.924
347,9083.6875
348,5489.5596
349,5085.633
350,8225.663
351,6634.1436
352,6206.425
353,5185.27
354,6734.218
355,9853.754
356,4323.1304
357,6396.834
358,7771.4497
359,8189.223
360,13172.178
361,4949.1235
362,13540.438
363,6398.75
364,5027.959
365,3867.1677
366,5953.8555
367,6118.7495
368,5492.079
369,7097.952
370,4997.3296
371,4769.422
372,7192.738
373,3521.309
374,7493.6636
375,6819.1626
376,7505.6665
377,8527.953
378,5654.3164
379,8589.503
380,6071.542
381,5356.855
382,5821.95
383,4890.044
384,10237.727
385,6487.683
386,4608.1143
387,7157.561
388,8625.831
389,7200.529
390,6089.2603
391,7918.68
392,5365.666
393,5943.75
394,6065.95
395,8171.8857
396,6297.549
397,6221.2363
398,5902.153
399,5081.6177
400,3808.04
401,5794.024
402,8701.838
403,8409.597
404,9790.464
405,10986.357
406,8215.682
407,5995.4
408,5069.553
409,10346.696
410,10157.069
411,7928.0664
412,8527.725
413,7801.825
414,5675.3027
415,3909.675
416,10468.383
417,6644.295
418,6018.5244
419,5962.301
420,3129.1038
421,11732.6875
422,6102.296
423,5223.2456
424,4900.775
425,5612.6025
426,6487.8623
427,8287.514
428,6626.6875
429,5222.4834
430,5223.5444
431,4231.8174
432,3342.8933
433,6883.2227
434,16301.843
435,4644.4634
436,5674.074
437,6548.2544
438,5628.7397
439,5297.6265
440,5011.942
441,3881.9775
442,7214.9385
443,6962.897
444,4039.9167
445,8623.265
446,5661.791
447,4781.867
448,8908.95
449,7514.0474
450,9394.431
451,5334.0786
452,6683.9585
453,4832.3794
454,5201.459
455,14771.802
456,10137.857
457,6540.477
458,5611.687
459,4779.551
460,5944.1694
461,5281.5366
462,11044.572
463,4901.7563
464,5566.4634
465,7204.1694
466,4684.405
467,6223.937
468,7528.244
469,6988.4
470,7153.4253
471,4028.084
472,5349.0327
473,6746.208
474,8579.301
475,8279.226
476,6700.459
477,4468.6934
478,7419.0957
479,5877.008
480,5165.6123
481,7118.658
482,7027.033
483,6589.1045
484,6204.9395
485,5943.1265
486,6432.5903
487,5579.7104
488,7128.306
489,6352.4907
490,6267.1084
491,8872.631
492,5964.775
493,4455.269
494,11098.457
495,5868.667
496,3211.474
497,7680.3335
498,9601.198
499,9779.376
500,4878.1084
501,5955.7075
502,5716.1465
503,7605.3013
504,5581.153
505,8663.793
506,3258.5735
507,5465.9067
508,5950.1255
509,5336.155
510,5043.883
511,6952.9355
512,8001.008
513,5865.891
514,8212.313
515,7040.5586
516,8654.196
517,4919.556
518,6226.5376
519,6738.5293
520,7915.1084
521,7685.844
522,5295.712
523,8948.269
524,6988.386
525,7301.885
526,4188.153
527,4210.095
528,8003.5264
529,6304.551
530,8525.171
531,6748.2095
532,6089.3647
533,7925.6016
534,6636.9414
535,6824.876
536,8050.627
537,6474.238
538,8985.9
539,10599.533
540,7343.2524
541,5030.3574
542,5613.127
543,4114.366
544,3185.8909
545,8181.408
546,5698.606
547,8309.478
548,4654.882
549,6133.3574
550,5489.853
551,9184.246
552,5230.066
553,5052.8926
554,5682.9404
555,7514.2695
556,5249.8936
557,7117.063
558,7661.764
559,8024.4546
560,7804.989
561,6918.3774
562,5946.733
563,4711.66
564,5103.779
565,10469.381
566,9319.208
567,6726.078
568,14942.176
569,6062.1157
570,5209.14
571,6026.325
572,8384.328
573,10142.161
574,6760.3853
575,7793.0645
576,7618.449
577,8968.673
578,6846.5156
579,5861.1597
580,4460.755
581,5109.444
582,4008.868
583,5310.0317
584,8303.029
585,15967.5
586,6851.1475
587,4939.8276
588,7069.548
589,4653.67
590,6168.1475
591,4501.894
592,9160.031
593,6205.922
594,5759.915
595,13253.231
596,11676.814
597,5598.6895
598,6792.327
599,4002.2537
600,5920.8784
601,5374.9736
602,8482.702
603,4888.505
604,4449.162
605,5913.372
606,5175.9307
607,6834.0283
608,7205.331
609,3487.7542
610,6978.515
611,8156.2188
612,7531.332
613,4976.3237
614,4187.8096
615,8312.617
616,4361.719
617,8553.368
618,4409.4634
619,5123.089
620,6767.1465
621,5808.3887
622,4689.2417
623,6017.807
624,6545.513
625,8907.073
626,9310.413
627,5684.5723
628,3909.1492
629,5690.7407
630,5901.9106
631,4765.202
632,6120.4478
633,6187.959
634,10792.4375
635,7378.68
636,6487.677
637,7850.831
638,4812.737
639,8753.448
640,6312.3486
641,12890.027
642,5912.464
643,5214.1807
644,5229.5566
645,4060.0562
646,6651.701
647,17791.434
648,4228.9805
649,4728.8555
650,9746.125
651,5894.8613
652,7400.071
653,7682.8174
654,6125.757
655,5066.2803
656,4749.528
657,9202.889
658,5587.8276
659,7305.7856
660,7299.0435
661,4588.3066
662,6699.085
663,5986.8853
664,3857.879
665,8516.557
666,8422.601
667,4552.323
668,7445.1113
669,6651.194
670,4720.288
671,8946.52
672,6226.9595
673,7865.2812
674,4813.848
675,4809.2676
676,6097.3037
677,4236.3613
678,7344.0933
679,4085.8462
680,6027.964
681,4650.1333
682,5847.8804
683,6001.316
684,6924.735
685,6560.0513
686,8250.847
687,5822.5503
688,6755.9956
689,6410.0024
690,8268.193
691,9182.714
692,6861.892
693,3839.2695
694,5877.148
695,7334.013
696,4095.9062
697,10561.258
698,5751.828
699,6333.6685
700,10462.403
701,6883.958
702,4380.148
703,10341.083
704,9133.511
705,5185.696
706,8650.54
707,10273.399
708,6070.002
709,5077.8286
710,6606.883
711,5206.299
712,5971.492
713,6938.672
714,4569.238
715,6088.615
716,7248.191
717,6707.9214
718,7599.9785
719,6001.007
720,6761.359
721,4660.3286
722,7552.3657
723,6576.785
724,6418.7817
725,6316.4263
726,7205.881
727,9143.936
728,5575.7734
729,5178.82
730,6306.872
731,6906.714
732,6136.687
733,4438.226
734,4089.024
735,7284.084
736,7398.264
737,5396.612
738,7800.8506
739,5827.6006
740,6257.5986
741,5276.642
742,3364.1963
743,6816.204
744,5969.7554
745,6374.943
746,8510.523
747,8149.6943
748,4610.7744
749,8525.7
750,3919.6306
751,3171.9348
752,7772.5317
753,11467.295
754,7853.295
755,6939.327
756,4600.016
757,6329.399
758,8597.896
759,6122.8247
760,8685.793
761,4979.386
762,4429.987
763,5105.512
764,5624.9507
765,5320.151
766,5147.4287
767,4901.326
768,4191.662
769,6421.6235
770,6367.389
771,5433.2573
772,6097.356
773,7093.6074
774,5921.9062
775,5890.5503
776,8924.6
777,7314.9897
778,5690.589
779,3767.3235
780,11142.293
781,6549.4287
782,5451.926
783,8402.172
784,7718.6606
785,7330.132
786,5708.611
787,7214.9795
788,9255.201
789,12658.669
790,5181.1665
791,4715.8057
792,5297.783
793,6664.6187
794,5729.384
795,7110.359
796,8891.082
797,5773.953
798,4101.474
799,5707.0156
800,8565.826
801,4765.302
802,7440.966
803,3908.7502
804,6962.233
805,7483.328
806,7129.6934
807,8550.048
808,6202.525
809,4180.984
810,6431.701
811,6963.2954
812,8738.158
813,7375.0283
814,7728.6353
815,6158.876
816,4476.4067
817,8986.518
818,4509.4326
819,9324.837
820,6294.246
821,4046.79
822,6871.8086
823,6171.1484
824,7763.811
825,8694.114
826,4466.784
827,4518.104
828,7549.3843
829,8045.7983
830,9211.274
831,4970.688
832,6309.784
833,5995.28
834,6627.383
835,5649.1084
836,9508.809
837,8260.004
838,10654.245
839,4098.431
840,5788.235
841,9773.399
842,8293.049
843,5226.61
844,10347.427
845,6070.529
846,5486.267
847,5283.91
848,5048.1475
849,5232.286
850,6038.495
851,4629.05
852,4921.5464
853,8566.341
854,6679.892
855,21069.604
856,6590.726
857,4194.4297
858,8250.24
859,9696.752
860,7320.3433
861,7477.6987
862,6090.5146
863,8635.463
864,8823.415
865,6277.428
866,5612.768
867,6878.504
868,8660.116
869,7592.4004
870,8320.747
871,5844.573
872,4917.0835
873,5571.345
874,10451.333
875,10608.281
876,10473.605
877,7937.509
878,4256.083
879,5952.3794
880,4610.801
881,7898.54
882,11590.59
883,9963.103
884,6147.7715
885,5488.596
886,4130.162
887,5778.267
888,11576.559
889,6481.6772
890,5060.398
891,5397.693
892,8872.741
893,3863.9226
894,7810.5366
895,4520.967
896,6864.55
897,6727.7783
898,5773.986
899,7564.1597
900,7246.8916
901,5900.1772
902,6879.9736
903,7580.1646
904,11334.55
905,5747.1504
906,8649.154
907,7878.9995
908,8972.035
909,6629.5767
910,9640.913
911,5000.5723
912,4947.4526
913,6610.5454
914,5826.35
915,9267.285
916,7625.065
917,5936.7354
918,7381.2354
919,7013.8755
920,9811.375
921,4027.8457
922,14634.629
923,5145.97
924,6387.317
925,8851.796
926,5136.364
927,6572.502
928,6272.0596
929,7470.7554
930,5793.781
931,6017.566
932,7550.219
933,7982.7666
934,8084.0522
935,5350.3286
936,7380.299
937,11486.023
938,6809.2446
939,4847.559
940,6326.6704
941,6174.0747
942,6220.5244
943,7647.819
944,3998.1555
945,8649.748
946,6551.997
947,7338.995
948,7985.767
949,4543.9194
950,5510.9546
951,5499.979
952,8385.607
953,8174.622
954,5172.5894
955,4884.2075
956,6993.9946
957,5978.1714
958,6641.513
959,7406.8145
960,6479.2046
961,7922.034
962,5951.2666
963,4526.257
964,7324.485
965,7676.5913
966,8320.43
967,8234.934
968,7916.9585
969,5772.378
970,9245.911
971,6560.258
972,7453.4243
973,8752.939
974,5978.5024
975,10876.687
976,7574.469
977,7746.458
978,5795.3833
979,7304.5806
980,8133.915
981,6765.0747
982,4074.3025
983,5547.2705
984,8294.623
985,5526.278
986,4693.8735
987,8590.216
988,7042.412
989,5753.584
990,6538.599
991,5629.427
992,7699.33
993,7467.6846
994,7160.1626
995,5677.2354
996,5390.8804
997,6413.1763
998,3872.3875
999,5922.6636
1000,5540.909
1001,8498.43
1002,7753.554
1003,6451.1157
1004,12389.986
1005,6507.9746
1006,5309.4136
1007,11115.725
1008,7923.644
1009,8719.626
1010,7909.848
1011,5148.1406
1012,6324.571
1013,5802.613
1014,8253.704
1015,12679.742
1016,6018.5303
1017,3536.6736
1018,5540.6235
1019,9643.626
1020,8631.971
1021,6188.726
1022,7046.141
1023,5148.6514
1024,5601.238
1025,3490.5303
1026,5225.498
1027,6316.2935
1028,7643.779
1029,7453.8867
1030,8772.571
1031,7706.471
1032,9182.083
1033,8010.919
1034,5008.7446
1035,9537.638
1036,11552.492
1037,5852.2827
1038,7680.3335
1039,5386.5625
1040,6719.3516
1041,4160.6772
1042,7416.1387
1043,5993.953
1044,9496.011
1045,7594.8267
1046,8094.993
1047,7925.9644
1048,5527.1953
1049,9084.259
1050,19360.047
1051,10634.002
1052,6146.259
1053,3057.823
1054,6370.6274
1055,8249.509
1056,5641.5537
1057,12628.859
1058,18878.66
1059,4262.0103
1060,5782.2754
1061,7759.236
1062,5797.479
1063,9552.14
1064,6955.7944
1065,7825.286
1066,4935.7393
1067,6887.938
1068,5984.2017
1069,7701.798
1070,9754.0205
1071,6259.6045
1072,5937.2227
1073,7376.428
1074,5586.2607
1075,5537.9185
1076,7776.2466
1077,5711.988
1078,5832.5664
1079,7942.136
1080,6417.154
1081,6582.779
1082,7127.3477
1083,7579.8394
1084,8496.994
1085,7377.709
1086,7820.5776
1087,5985.783
1088,4064.1094
1089,6620.7676
1090,7188.4717
1091,6186.92
1092,4542.104
1093,9356.062
1094,7126.8516
1095,9928.394
1096,7296.8164
1097,5752.311
1098,5290.3604
1099,4717.1016
1100,9743.987
1101,5219.585
1102,7900.7925
1103,15694.54
1104,7347.1406
1105,6556.454
1106,5114.0513
1107,4810.1484
1108,6859.451
1109,4191.0864
1110,6047.343
1111,10833.38
1112,5246.5044
1113,16888.115
1114,14862.526
1115,4801.4478
1116,7025.311
1117,6444.0557
1118,7076.267
1119,6048.219
1120,10870.537
1121,7609.3354
1122,10429.059
1123,4827.698
1124,7645.9077
1125,5295.126
1126,8319.121
1127,6773.2163
1128,6174.593
1129,6405.119
1130,6180.0728
1131,8519.425
1132,9434.344
1133,6153.832
1134,10961.3955
1135,6226.6626
1136,10370.734
1137,5669.0537
1138,5788.66
1139,5878.1797
1140,11469.264
1141,6171.2896
1142,7465.114
1143,6923.936
1144,9323.947
1145,4475.694
1146,8694.064
1147,7263.181
1148,4255.1655
1149,15216.05
1150,17385.307
1151,7495.937
1152,7049.3945
1153,9576.989
1154,11100.088
1155,12155.354
1156,5673.4355
1157,8188.5747
1158,5888.758
1159,8447.025
1160,4066.405
1161,6611.6865
1162,6026.6533
1163,5971.9595
1164,8074.4814
1165,5884.9453
1166,5167.924
1167,7102.4424
1168,4074.054
1169,4988.9424
1170,6268.842
1171,7338.2676
1172,8984.923
1173,8106.2734
1174,7591.8643
1175,5987.302
1176,6091.276
1177,11976.501
1178,8044.026
1179,5636.116
1180,5038.6704
1181,8024.317
1182,4862.5825
1183,7356.7056
1184,3524.2092
1185,6113.1377
1186,8337.605
1187,6264.2456
1188,5336.1143
1189,9019.25
1190,9152.216
1191,12994.999
1192,6481.7144
1193,8945.794
1194,3431.6392
1195,5447.138
1196,6690.949
1197,4497.8335
1198,8970.016
1199,5319.3286
1200,5388.716
1201,9229.884
1202,11756.21
1203,7889.452
1204,5773.05
1205,5084.0176
1206,10060.367
1207,7735.4126
1208,6664.148
1209,5175.7676
1210,7299.12
1211,10036.35
1212,4924.2793
1213,6929.1416
1214,8243.036
1215,9104.548
1216,13687.522
1217,5312.752
1218,14769.491
1219,6421.7827
1220,5314.7593
1221,3829.6458
1222,6533.07
1223,6099.706
1224,5594.7817
1225,7071.1797
1226,5301.939
1227,4742.366
1228,7319.6587
1229,3976.9534
1230,7800.9175
1231,7289.1646
1232,8098.7847
1233,8919.706
1234,5463.5767
1235,9155.56
1236,6505.1816
1237,5802.071
1238,6027.412
1239,5989.598
1240,10910.318
1241,6816.893
1242,4996.3193
1243,8147.13
1244,8828.448
1245,7434.6235
1246,6616.1216
1247,8512.861
1248,5693.6562
1249,5896.0254
1250,6371.642
1251,8227.656
1252,6424.6133
1253,6519.854
1254,6040.73
1255,5253.871
1256,4191.5503
1257,5154.838
1258,8278.941
1259,8596.567
1260,10280.711
1261,11508.162
1262,8159.8135
1263,6258.0825
1264,5376.9067
1265,10499.41
1266,10600.564
1267,8195.99
1268,8951.691
1269,8079.2036
1270,5999.959
1271,4155.319
1272,10779.805
1273,7275.6196
1274,6558.5557
1275,6296.3716
1276,3373.9893
1277,12224.739
1278,6238.9688
1279,5653.9604
1280,5120.5386
1281,5806.4277
1282,6883.347
1283,9500.115
1284,6309.6763
1285,5578.8433
1286,5026.9565
1287,4936.9023
1288,3404.6501
1289,7104.407
1290,16865.66
1291,4743.1943
1292,5762.9434
1293,7608.1743
1294,5764.8125
1295,5589.896
1296,5038.781
1297,4135.484
1298,7145.481
1299,7107.0366
1300,4467.9346
1301,9223.917
1302,6079.8755
1303,5077.4946
1304,9357.722
1305,8147.13
1306,9714.488
1307,5775.6167
1308,7359.8145
1309,4982.874
1310,5333.3765
1311,17130.275
1312,10512.507
1313,6406.9707
1314,5969.8804
1315,4777.226
1316,6233.55
1317,4572.569
1318,9821.242
1319,5338.395
1320,5713.552
1321,7352.672
1322,4900.3447
1323,6834.1455
1324,8073.7344
1325,7250.1753
1326,7221.052
1327,4272.276
1328,5790.626
1329,6647.5215
1330,9259.634
1331,8500.788
1332,6846.888
1333,4833.214
1334,7839.8013
1335,6331.796
1336,5281.2646
1337,7152.941
1338,7214.9727
1339,6888.6543
1340,6584.8823
1341,6577.977
1342,6487.355
1343,5805.979
1344,7366.4233
1345,6355.745
1346,6709.758
1347,8658.91
1348,5973.184
1349,4755.5757
1350,11658.02
1351,5985.4917
1352,3723.6023
1353,8171.161
1354,9704.588
1355,10730.208
1356,5206.8945
1357,6107.519
1358,6168.706
1359,8376.703
1360,5616.2812
1361,8996.843
1362,3431.8389
1363,6180.7446
1364,6107.63
1365,5824.489
1366,5387.138
1367,7331.2715
1368,8668.686
1369,6452.045
1370,8557.815
1371,7335.1953
1372,9027.263
1373,4920.734
1374,6609.4355
1375,7014.4106
1376,7803.3213
1377,8736.184
1378,3819.806
1379,9046.932
1380,6615.869
1381,7666.6396
1382,4805.4893
1383,4258.617
1384,8449.918
1385,6893.3667
1386,9023.587
1387,6528.236
1388,6412.8765
1389,7582.5796
1390,6952.1797
1391,7081.986
1392,8528.97
1393,6473.262
1394,9413.1045
1395,11229.262
1396,7925.609
1397,5178.765
1398,5838.539
1399,4213.1006
1400,3314.8274
1401,8800.311
1402,5859.321
1403,8878.616
1404,4665.1235
1405,5840.277
1406,5759.0415
1407,10954.184
1408,5428.114
1409,5250.9604
1410,6166.6943
1411,8037.4077
1412,4888.393
1413,7711.265
1414,7793.473
1415,8752.747
1416,7929.7676
1417,6689.89
1418,5700.514
1419,4840.351
1420,4738.2695
1421,11192.427
1422,9857.448
1423,7003.8745
1424,15066.258
1425,6131.3335
1426,5265.4604
1427,6556.9673
1428,8688.461
1429,11001.258
1430,7348.22
1431,7829.474
1432,8022.5415
1433,9689.042
1434,6940.115
1435,5674.3936
1436,4902.4814
1437,5095.466
1438,4494.951
1439,5692.918
1440,8630.827
1441,17032.79
1442,7395.83
1443,5345.5693
1444,8218.417
1445,4595.753
1446,6450.507
1447,3984.0842
1448,8948.942
1449,6281.9927
1450,5963.2847
1451,14025.761
1452,12349.839
1453,5818.325
1454,7172.911
1455,4236.64
1456,6288.227
1457,5708.807
1458,8475.085
1459,5086.4917
1460,4362.9385
1461,6364.432
1462,5473.393
1463,7328.1255
1464,7493.306
1465,3563.9438
1466,6952.5444
1467,8735.017
1468,7919.2466
1469,5493.7397
1470,4780.9097
1471,8462.92
1472,4789.605
1473,9134.355
1474,4501.25
1475,5243.4126
1476,6810.8423
1477,6049.6562
1478,4786.458
1479,6181.6997
1480,7217.7397
1481,9623.366
1482,10374.128
1483,5627.709
1484,4101.92
1485,5882.1504
1486,6215.074
1487,4860.6997
1488,6405.046
1489,6439.466
1490,11536.395
1491,8227.53
1492,6443.853
1493,8439.608
1494,5080.7744
1495,8950.701
1496,6677.733
1497,13775.556
1498,6075.383
1499,5522.047
1500,5672.061
1501,4039.3271
1502,7213.5347
1503,19044.11
1504,4945.7495
1505,4670.1543
1506,9783.947
1507,6393.473
1508,7838.949
1509,8034.725
1510,6423.155
1511,4950.9463
1512,4660.764
1513,9817.038
1514,6078.768
1515,7656.979
1516,7705.391
1517,5056.0215
1518,7398.638
1519,6047.187
1520,4226.6655
1521,8955.228
1522,8716.648
1523,4848.5947
1524,7309.5986
1525,6308.4907
1526,4827.9746
1527,8956.397
1528,6088.621
1529,7424.249
1530,4848.697
1531,5160.358
1532,7427.1177
1533,4233.5737
1534,7712.5894
1535,4953.6387
1536,6299.1226
1537,4684.4316
1538,6081.378
1539,6417.3677
1540,6855.9976
1541,6749.819
1542,8205.986
1543,6011.4277
1544,7402.704
1545,7192.9023
1546,9963.217
1547,9575.08
1548,7136.715
1549,3024.367
1550,6085.741
1551,7578.509
1552,4759.5645
1553,11021.947
1554,5980.664
1555,6695.578
1556,11137.756
1557,6705.8936
1558,4564.0713
1559,10586.097
1560,9465.936
1561,5590.413
1562,9483.123
1563,9793.77
1564,6036.5195
1565,5798.9336
1566,6859.818
1567,5754.55
1568,6140.6157
1569,7122.808
1570,4818.056
1571,6620.0605
1572,7353.9556
1573,6982.4497
1574,8029.998
1575,6286.8237
1576,7441.406
1577,4303.7466
1578,7753.4434
1579,6949.846
1580,6177.886
1581,6846.535
1582,7311.6626
1583,9563.197
1584,5749.305
1585,5646.2266
1586,6029.5107
1587,7077.0903
1588,6778.891
1589,4838.071
1590,4365.3696
1591,9119.435
1592,7342.699
1593,5914.258
1594,7991.6113
1595,6031.328
1596,7660.222
1597,5204.427
1598,3375.7664
1599,7009.5615
1600,6113.406
1601,6874.398
1602,9634.883
1603,9766.346
1604,4898.036
1605,7544.374
1606,4556.9717
1607,3203.5308
1608,8129.7266
1609,12931.413
1610,7408.934
1611,7564.362
1612,4711.0938
1613,6830.6787
1614,9772.868
1615,6457.611
1616,8644.75
1617,5582.7183
1618,4711.4487
1619,5575.0396
1620,5610.5415
1621,5884.94
1622,5654.6724
1623,4901.2515
1624,4523.408
1625,6920.555
1626,7173.5063
1627,5775.3027
1628,6436.8687
1629,7558.902
1630,6517.7275
1631,6265.196
1632,9227.305
1633,7633.0254
1634,5235.691
1635,3850.3384
1636,11750.863
1637,6509.011
1638,5710.4243
1639,8529.466
1640,8806.852
1641,7802.6367
1642,5796.0303
1643,7572.1577
1644,10133.054
1645,14448.607
1646,5766.2534
1647,4985.308
1648,5011.4976
1649,6894.9517
1650,5553.02
1651,8343.134
1652,8691.378
1653,6246.6143
1654,4128.409
1655,5862.479
1656,8443.569
1657,5115.6567
1658,7715.503
1659,4188.041
1660,6793.3315
1661,8280.426
1662,7351.2905
1663,9641.263
1664,6515.5396
1665,4253.603
1666,6235.6133
1667,7727.9717
1668,9132.987
1669,7361.7314
1670,7665.0386
1671,6446.3
1672,4651.278
1673,9446.526
1674,4628.564
1675,9505.036
1676,6293.9697
1677,4465.7744
1678,7526.1836
1679,6388.8887
1680,8137.7173
1681,9270.592
1682,4695.1143
1683,4798.797
1684,8179.52
1685,8781.654
1686,9942.229
1687,5489.2925
1688,6311.6865
1689,6510.017
1690,6872.733
1691,5638.2183
1692,9715.618
1693,8391.889
1694,11797.983
1695,4695.929
1696,6266.0205
1697,9894.4375
1698,8407.078
1699,5542.262
1700,10790.719
1701,6559.92
1702,5208.9263
1703,5148.882
1704,5289.149
1705,5571.669
1706,6732.381
1707,4957.6943
1708,5057.9414
1709,9451.474
1710,6721.326
1711,21593.4
1712,6537.533
1713,4529.617
1714,9155.917
1715,11148.33
1716,8255.594
1717,8120.969
1718,6684.4688
1719,8452.021
1720,9392.46
1721,6705.171
1722,6414.8345
1723,7396.4224
1724,9339.656
1725,8219.311
1726,9143.726
1727,7200.8994
1728,5586.1646
1729,6293.3096
1730,11226.5205
1731,11479.891
1732,11966.943
1733,8969.126
1734,5475.55
1735,6138.408
1736,5028.4385
1737,8830.5205
1738,12818.761
1739,10523.913
1740,7057.926
1741,5993.593
1742,4927.4414
1743,6451.079
1744,11805.097
1745,7472.9434
1746,5210.8545
1747,5910.744
1748,8837.885
1749,4175.643
1750,8453.65
1751,5025.1157
1752,7107.193
1753,7428.981
1754,6252.8496
1755,8656.64
1756,7912.323
1757,5973.9536
1758,8181.9077
1759,7642.8965
1760,11963.098
1761,6319.301
1762,9873.18
1763,7761.2715
1764,10067.038
1765,7405.458
1766,11078.025
1767,6054.7017
1768,5850.6143
1769,7231.9146
1770,6469.6943
1771,9933.698
1772,8797.348
1773,6834.7256
1774,8104.4414
1775,7734.402
1776,10952.7
1777,4528.252
1778,15270.815
1779,5608.0
1780,7304.232
1781,9744.685
1782,5845.6772
